binary,hardware,size,array_size,run,task_clock_msec,cycles,instructions,branch_misses,cache_references,cache_misses,l1_dcache_loads,l1_dcache_load_misses,l2_references,l2_misses,llc_loads,llc_load_misses
slow,i7-7700,1,10000,3,475.9,,,,,,1776776596.0,948149.0,2018926.0,291306.0,25861.0,278.0
slow,i7-7700,1,10000,3,486.12,1957867453.0,4252743984.0,12431829.0,323874.0,47079.0,,,,,,
slow,i7-7700,1,10000,4,481.26,,,,,,1777086120.0,1101343.0,2243061.0,320539.0,27354.0,333.0
slow,i7-7700,1,10000,4,477.67,1954058682.0,4252575394.0,12412697.0,319881.0,31654.0,,,,,,
slow,i7-7700,1,10000,5,480.75,,,,,,1775911296.0,908691.0,1945128.0,256489.0,12705.0,148.0
slow,i7-7700,1,10000,5,483.55,1956845492.0,4252738480.0,12467891.0,291654.0,34228.0,,,,,,
slow,i7-7700,2,20000,1,1918.33,,,,,,7102912209.0,10690358.0,19159315.0,858634.0,72035.0,330.0
slow,i7-7700,2,20000,1,1910.79,7928974564.0,17009987636.0,52056957.0,610611.0,43150.0,,,,,,
slow,i7-7700,2,20000,2,1911.81,,,,,,7103773241.0,10675138.0,18289429.0,541853.0,55653.0,979.0
slow,i7-7700,2,20000,2,1911.03,7930585964.0,17010038519.0,52091217.0,595500.0,48391.0,,,,,,
slow,i7-7700,2,20000,3,1910.1,,,,,,7098601176.0,10678145.0,20920034.0,3136621.0,198136.0,406.0
slow,i7-7700,2,20000,3,1908.48,7948422205.0,17009897051.0,52067529.0,662990.0,36693.0,,,,,,
slow,i7-7700,2,20000,4,1920.17,,,,,,7104981249.0,10676151.0,19482550.0,1076171.0,99228.0,361.0
slow,i7-7700,2,20000,4,1920.74,7928813290.0,17010148375.0,52037994.0,567770.0,45631.0,,,,,,
slow,i7-7700,2,20000,5,1921.1,,,,,,7104922984.0,10706215.0,18772656.0,814459.0,70149.0,2365.0
slow,i7-7700,2,20000,5,1915.25,7947125354.0,17010134912.0,52036067.0,727517.0,68783.0,,,,,,
slow,i7-7700,4,40000,1,7726.7,,,,,,28398112169.0,49846388.0,89950373.0,12633123.0,875925.0,2890.0
slow,i7-7700,4,40000,1,7671.7,31967924511.0,67990659698.0,214237329.0,7343913.0,82009.0,,,,,,
slow,i7-7700,4,40000,2,7713.88,,,,,,28392950307.0,49880596.0,93742186.0,14532393.0,1102188.0,2353.0
slow,i7-7700,4,40000,2,7686.44,32003831659.0,67990685261.0,214201517.0,8090643.0,114123.0,,,,,,
slow,i7-7700,4,40000,3,7718.04,,,,,,28388358853.0,49802092.0,88713449.0,7801042.0,619665.0,2967.0
slow,i7-7700,4,40000,3,7681.51,31992704046.0,67990727675.0,214277621.0,20882112.0,68077.0,,,,,,
slow,i7-7700,4,40000,4,7717.6,,,,,,28389429425.0,49847024.0,89584621.0,8355929.0,698711.0,2482.0
slow,i7-7700,4,40000,4,7697.77,32070856878.0,67990865284.0,214238098.0,11477282.0,111147.0,,,,,,
slow,i7-7700,4,40000,5,7753.94,,,,,,28388740444.0,50203837.0,92491411.0,9322954.0,807664.0,2466.0
slow,i7-7700,4,40000,5,7667.05,32023245074.0,67990226820.0,214331555.0,18932322.0,62629.0,,,,,,
slow,i7-7700,6,60000,1,17381.98,,,,,,63964037884.0,115428459.0,227984638.0,61727033.0,3760176.0,2767.0
slow,i7-7700,6,60000,1,17357.71,72355380070.0,153197045317.0,483140111.0,76967818.0,165982.0,,,,,,
slow,i7-7700,6,60000,2,17361.82,,,,,,63967351346.0,115399114.0,222584236.0,53811853.0,3078035.0,4153.0
slow,i7-7700,6,60000,2,17321.81,72299535680.0,153196430426.0,482902749.0,64457727.0,147248.0,,,,,,
slow,i7-7700,6,60000,3,17391.6,,,,,,63974224416.0,115215229.0,226110498.0,58607181.0,3472906.0,5350.0
slow,i7-7700,6,60000,3,17333.69,72251950660.0,153197523202.0,483077496.0,70017803.0,156398.0,,,,,,
slow,i7-7700,6,60000,4,17393.14,,,,,,63964058763.0,115135539.0,223959773.0,48044258.0,2602074.0,3878.0
slow,i7-7700,6,60000,4,17333.68,72278974080.0,153197331960.0,483014393.0,85188057.0,141343.0,,,,,,
slow,i7-7700,6,60000,5,17362.55,,,,,,63983837369.0,115119081.0,222934490.0,55347321.0,3282084.0,5003.0
slow,i7-7700,6,60000,5,17299.51,72151018978.0,153196293543.0,483102860.0,70915107.0,135917.0,,,,,,
slow,i7-7700,8,80000,1,30886.23,,,,,,113591133954.0,206764774.0,441670033.0,154397272.0,7851392.0,6070.0
slow,i7-7700,8,80000,1,30828.89,128520578972.0,272086781677.0,862162427.0,192415386.0,229404.0,,,,,,
slow,i7-7700,8,80000,2,30930.8,,,,,,113595951278.0,206722332.0,433760631.0,142731002.0,7485171.0,6150.0
slow,i7-7700,8,80000,2,30803.98,128460881962.0,272085332376.0,862145486.0,188409428.0,290503.0,,,,,,
slow,i7-7700,8,80000,3,30909.09,,,,,,113602122071.0,206570691.0,428430415.0,151313750.0,7856460.0,6093.0
slow,i7-7700,8,80000,3,30810.95,128494527902.0,272085128203.0,862219508.0,210610894.0,238396.0,,,,,,
slow,i7-7700,8,80000,4,30952.93,,,,,,113605532224.0,206771502.0,436200922.0,141618238.0,6999284.0,5023.0
slow,i7-7700,8,80000,4,30846.46,128599944311.0,272087088829.0,862403472.0,244315606.0,285652.0,,,,,,
slow,i7-7700,8,80000,5,30946.21,,,,,,113606153933.0,206911304.0,438693336.0,151138156.0,7152819.0,5700.0
slow,i7-7700,8,80000,5,30785.17,128376803852.0,272085423353.0,861755611.0,201292214.0,256424.0,,,,,,
slow,i7-7700,10,100000,1,48394.18,,,,,,177699744138.0,324420754.0,715904247.0,280403613.0,13020247.0,6575.0
slow,i7-7700,10,100000,1,48156.34,200749337874.0,425600642160.0,1348358045.0,375158849.0,434287.0,,,,,,
slow,i7-7700,10,100000,2,48374.75,,,,,,177694619543.0,324553347.0,722580436.0,293038395.0,13920004.0,11105.0
slow,i7-7700,10,100000,2,48190.77,200883878125.0,425599853951.0,1348617014.0,417398182.0,451850.0,,,,,,
slow,i7-7700,10,100000,3,48323.98,,,,,,177709800387.0,324246050.0,703606911.0,276614486.0,13564125.0,7006.0
slow,i7-7700,10,100000,3,48191.37,200962584585.0,425600439507.0,1348449041.0,438485156.0,401259.0,,,,,,
slow,i7-7700,10,100000,4,48359.37,,,,,,177706316981.0,324360176.0,707127681.0,281872443.0,14745514.0,5454.0
slow,i7-7700,10,100000,4,48194.06,201019394365.0,425599718112.0,1348333967.0,445141107.0,349803.0,,,,,,
slow,i7-7700,10,100000,5,48371.98,,,,,,177682569023.0,324183620.0,728648921.0,308407038.0,14866164.0,5925.0
slow,i7-7700,10,100000,5,48219.96,201080972812.0,425600651419.0,1348098131.0,458983586.0,410337.0,,,,,,
slow,xs-4114,1,10000,1,678.12,,,,,,1779065680.0,1217645.0,1801449.0,95012.0,9879.0,3204.0
slow,xs-4114,1,10000,1,681.21,1961210544.0,4254323523.0,12431396.0,84125.0,13184.0,,,,,,
slow,xs-4114,1,10000,2,681.58,,,,,,1777540153.0,1228904.0,1737734.0,112737.0,11818.0,3520.0
slow,xs-4114,1,10000,2,663.13,1961534089.0,4254166765.0,12451178.0,55003.0,12911.0,,,,,,
slow,xs-4114,1,10000,3,674.83,,,,,,1780500284.0,968010.0,1553038.0,103919.0,12902.0,2874.0
slow,xs-4114,1,10000,3,674.41,1963731295.0,4254059412.0,12448237.0,52184.0,11809.0,,,,,,
slow,xs-4114,1,10000,4,682.29,,,,,,1775482028.0,976070.0,1423237.0,75589.0,12084.0,4617.0
slow,xs-4114,1,10000,4,670.28,1963637807.0,4254348494.0,12441210.0,60644.0,14234.0,,,,,,
slow,xs-4114,1,10000,5,683.17,,,,,,1775787560.0,977634.0,1430929.0,67273.0,10429.0,4211.0
slow,xs-4114,1,10000,5,681.32,1961299343.0,4254209370.0,12441332.0,54663.0,12868.0,,,,,,
slow,xs-4114,2,20000,1,2726.47,,,,,,7104988690.0,11154729.0,13059216.0,107465.0,19537.0,5036.0
slow,xs-4114,2,20000,1,2679.96,7975782419.0,17016042684.0,52071602.0,65687.0,13696.0,,,,,,
slow,xs-4114,2,20000,2,2717.85,,,,,,7103640842.0,10894373.0,12789917.0,117955.0,15427.0,3767.0
slow,xs-4114,2,20000,2,2726.08,7969554676.0,17017183350.0,52049059.0,85856.0,20384.0,,,,,,
slow,xs-4114,2,20000,3,2687.16,,,,,,7106161049.0,10852024.0,12713200.0,104602.0,15497.0,3752.0
slow,xs-4114,2,20000,3,2678.15,7957954403.0,17016108883.0,52082092.0,68417.0,15232.0,,,,,,
slow,xs-4114,2,20000,4,2707.12,,,,,,7106916303.0,10889784.0,12667042.0,119206.0,12798.0,920.0
slow,xs-4114,2,20000,4,2696.11,7994330495.0,17016195728.0,52045237.0,73187.0,15748.0,,,,,,
slow,xs-4114,2,20000,5,2684.61,,,,,,7106057760.0,10857568.0,14092461.0,102830.0,14261.0,1876.0
slow,xs-4114,2,20000,5,2709.19,7987295452.0,17017486195.0,52260681.0,122335.0,23097.0,,,,,,
slow,xs-4114,4,40000,1,10876.35,,,,,,28394059483.0,50689449.0,57009861.0,174122.0,28440.0,696.0
slow,xs-4114,4,40000,1,10814.06,32105994447.0,68016582891.0,214335902.0,163075.0,31769.0,,,,,,
slow,xs-4114,4,40000,2,10901.07,,,,,,28397417120.0,50652772.0,58159328.0,211649.0,35142.0,7227.0
slow,xs-4114,4,40000,2,10818.72,32091199584.0,68017082633.0,214382752.0,158270.0,33403.0,,,,,,
slow,xs-4114,4,40000,3,10851.16,,,,,,28400419757.0,50634329.0,62591797.0,193988.0,34620.0,7264.0
slow,xs-4114,4,40000,3,10798.91,32106539295.0,68016890604.0,214382697.0,175082.0,33102.0,,,,,,
slow,xs-4114,4,40000,4,10886.69,,,,,,28380184242.0,50613367.0,56579549.0,198090.0,35940.0,6340.0
slow,xs-4114,4,40000,4,10837.43,32102851384.0,68016831354.0,214354247.0,184346.0,29910.0,,,,,,
slow,xs-4114,4,40000,5,10872.4,,,,,,28389748653.0,50635925.0,58398170.0,227505.0,34805.0,5478.0
slow,xs-4114,4,40000,5,10789.2,32095957816.0,68015108045.0,214457605.0,129945.0,21782.0,,,,,,
slow,xs-4114,6,60000,1,24478.44,,,,,,63959039873.0,116811084.0,133758671.0,350380.0,71180.0,9858.0
slow,xs-4114,6,60000,1,24331.61,72339422444.0,153255230666.0,483286394.0,280302.0,53685.0,,,,,,
slow,xs-4114,6,60000,2,24464.3,,,,,,64001664965.0,116928576.0,136078392.0,313939.0,65269.0,9764.0
slow,xs-4114,6,60000,2,24370.16,72303949226.0,153256733554.0,483124717.0,329070.0,59121.0,,,,,,
slow,xs-4114,6,60000,3,24460.67,,,,,,63977586125.0,116862107.0,133866073.0,384085.0,63484.0,6452.0
slow,xs-4114,6,60000,3,24296.59,72253055447.0,153252473808.0,483212273.0,232996.0,31115.0,,,,,,
slow,xs-4114,6,60000,4,24451.31,,,,,,63978440108.0,116905067.0,135160925.0,344014.0,70133.0,10497.0
slow,xs-4114,6,60000,4,24338.74,72314062478.0,153255020368.0,483173391.0,289281.0,51963.0,,,,,,
slow,xs-4114,6,60000,5,24464.8,,,,,,63998206433.0,116957586.0,138612989.0,372129.0,64104.0,5964.0
slow,xs-4114,6,60000,5,24363.42,72356548187.0,153257478791.0,483409358.0,338869.0,62216.0,,,,,,
slow,xs-4114,8,80000,1,43460.0,,,,,,113651855567.0,209831473.0,246426406.0,579473.0,118672.0,10673.0
slow,xs-4114,8,80000,1,43305.61,128610340543.0,272189423026.0,862474645.0,549373.0,86580.0,,,,,,
slow,xs-4114,8,80000,2,43528.73,,,,,,113655248860.0,209721882.0,239237359.0,591854.0,111505.0,9843.0
slow,xs-4114,8,80000,2,43290.11,128703647306.0,272191193394.0,862430172.0,597674.0,88301.0,,,,,,
slow,xs-4114,8,80000,3,43509.69,,,,,,113629319167.0,209711921.0,251559596.0,654313.0,126011.0,9988.0
slow,xs-4114,8,80000,3,43343.14,128707382003.0,272191029557.0,862281576.0,563295.0,85204.0,,,,,,
slow,xs-4114,8,80000,4,43534.96,,,,,,113639147193.0,210020227.0,261193127.0,741874.0,133255.0,9872.0
slow,xs-4114,8,80000,4,43285.36,128554955750.0,272187376236.0,862348984.0,483161.0,63897.0,,,,,,
slow,xs-4114,8,80000,5,43538.15,,,,,,113673407476.0,209697462.0,264259949.0,763860.0,144441.0,14851.0
slow,xs-4114,8,80000,5,43309.21,128603147561.0,272190868502.0,862724013.0,583146.0,89344.0,,,,,,
slow,xs-4114,10,100000,1,68149.37,,,,,,177693223365.0,329206346.0,409232108.0,1410195.0,221448.0,15622.0
slow,xs-4114,10,100000,1,67778.7,201364656001.0,425762543055.0,1348838660.0,972477.0,129508.0,,,,,,
slow,xs-4114,10,100000,2,68111.15,,,,,,177702831483.0,329434462.0,401560225.0,1337918.0,211760.0,15288.0
slow,xs-4114,10,100000,2,67775.83,201283033384.0,425764297283.0,1349019756.0,1022006.0,137009.0,,,,,,
slow,xs-4114,10,100000,3,68095.3,,,,,,177751842707.0,329064331.0,377201958.0,893532.0,184745.0,17767.0
slow,xs-4114,10,100000,3,67737.5,201249562328.0,425760906654.0,1349079999.0,852221.0,120835.0,,,,,,
slow,xs-4114,10,100000,4,67955.78,,,,,,177741345412.0,329001483.0,380506345.0,891616.0,173396.0,13152.0
slow,xs-4114,10,100000,4,67711.98,201234859985.0,425762290847.0,1349649972.0,1395049.0,129926.0,,,,,,
slow,xs-4114,10,100000,5,68049.21,,,,,,177716777780.0,329018004.0,391979397.0,956661.0,192122.0,15811.0
slow,xs-4114,10,100000,5,67746.95,201338715182.0,425763428454.0,1349135554.0,962471.0,138979.0,,,,,,
